File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF149PUN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR813KUE	TF ChIP-seq	/human-donors/ENCDO623FPG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF512PKN/	1588298	ENCODE Processing Pipeline	82f916f6b8e358ae4681c294dab7ee64		https://www.encodeproject.org/files/ENCFF149PUN/@@download/ENCFF149PUN.bigBed				released	s3://encode-public/2021/04/12/74d2b07d-066c-438c-9ec8-34a280cda024/ENCFF149PUN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/74d2b07d-066c-438c-9ec8-34a280cda024/ENCFF149PUN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF298FKN	bigWig	bigWig		signal p-value	GRCh38	ENCSR813KUE	TF ChIP-seq	/human-donors/ENCDO623FPG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF474PTR/, /files/ENCFF963PJI/	966982378	ENCODE Processing Pipeline	6f21b66d00ca3aa4b767abb7a49f6495		https://www.encodeproject.org/files/ENCFF298FKN/@@download/ENCFF298FKN.bigWig				released	s3://encode-public/2021/04/12/2aafca65-5544-4d03-b746-3c357cfe1945/ENCFF298FKN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/2aafca65-5544-4d03-b746-3c357cfe1945/ENCFF298FKN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF512PKN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR813KUE	TF ChIP-seq	/human-donors/ENCDO623FPG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF474PTR/, /files/ENCFF963PJI/, /files/ENCFF356LFX/	751614	ENCODE Processing Pipeline	2fd5431077fcf80a1d030373318cce5d		https://www.encodeproject.org/files/ENCFF512PKN/@@download/ENCFF512PKN.bed.gz				released	s3://encode-public/2021/04/12/40339f45-ad78-4f0d-8e9e-5815908fce40/ENCFF512PKN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/40339f45-ad78-4f0d-8e9e-5815908fce40/ENCFF512PKN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF874QMW	bigWig	bigWig		signal p-value	GRCh38	ENCSR266UTR	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF867AFR/, /files/ENCFF383IJS/, /files/ENCFF072GIZ/	1698527740	ENCODE Processing Pipeline	ca03b205f96da8ba83f61fcc0d498c75		https://www.encodeproject.org/files/ENCFF874QMW/@@download/ENCFF874QMW.bigWig				released	s3://encode-public/2020/09/24/3ad63973-d927-44fb-b202-512f708a2bd7/ENCFF874QMW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/3ad63973-d927-44fb-b202-512f708a2bd7/ENCFF874QMW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF384CCC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR266UTR	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF867AFR/, /files/ENCFF383IJS/, /files/ENCFF072GIZ/	313918	ENCODE Processing Pipeline	cce57fd39a2bd34fa2df967a00386a1e		https://www.encodeproject.org/files/ENCFF384CCC/@@download/ENCFF384CCC.bed.gz				released	s3://encode-public/2020/09/24/8e8e79e2-d392-483a-a06a-828e87fa07e8/ENCFF384CCC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/8e8e79e2-d392-483a-a06a-828e87fa07e8/ENCFF384CCC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF884RED	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR266UTR	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										CTCF-human	DNA						2019-09-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF384CCC/	576731	ENCODE Processing Pipeline	7513a4a45e06b97286412fe21f4d246c		https://www.encodeproject.org/files/ENCFF884RED/@@download/ENCFF884RED.bigBed				released	s3://encode-public/2020/09/24/ab8a1400-7fd4-46f3-8c04-5b015485acc0/ENCFF884RED.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/ab8a1400-7fd4-46f3-8c04-5b015485acc0/ENCFF884RED.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF179UUO	bigWig	bigWig		signal p-value	GRCh38	ENCSR443WKD	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF247ZHQ/, /files/ENCFF324KXJ/, /files/ENCFF047RIR/	1820555463	ENCODE Processing Pipeline	0dadc88eb49b060484767f5b317e78d7		https://www.encodeproject.org/files/ENCFF179UUO/@@download/ENCFF179UUO.bigWig				released	s3://encode-public/2020/09/23/b48e1a84-9ba7-4285-b776-fcb5b15633fe/ENCFF179UUO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/b48e1a84-9ba7-4285-b776-fcb5b15633fe/ENCFF179UUO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF851XPN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR443WKD	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF247ZHQ/, /files/ENCFF324KXJ/, /files/ENCFF356LFX/, /files/ENCFF047RIR/	551521	ENCODE Processing Pipeline	7630b1bba8953c17c79cfe1b7d970592		https://www.encodeproject.org/files/ENCFF851XPN/@@download/ENCFF851XPN.bed.gz				released	s3://encode-public/2020/09/23/20fe2867-5e03-40f0-8a4e-a9deb253525c/ENCFF851XPN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/20fe2867-5e03-40f0-8a4e-a9deb253525c/ENCFF851XPN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF045JBW	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR443WKD	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF851XPN/	977579	ENCODE Processing Pipeline	c9a8568b79e67f985c3fc8da9ab05f73		https://www.encodeproject.org/files/ENCFF045JBW/@@download/ENCFF045JBW.bigBed				released	s3://encode-public/2020/09/23/6940acf4-ab0e-4bcc-bd1e-5b7486ae92df/ENCFF045JBW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/6940acf4-ab0e-4bcc-bd1e-5b7486ae92df/ENCFF045JBW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF975YTY	bigWig	bigWig		signal p-value	GRCh38	ENCSR195POA	TF ChIP-seq	/human-donors/ENCDO520EJG/	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF399YFW/, /files/ENCFF817DTZ/	1020526966	ENCODE Processing Pipeline	f6cc04d96c663c5ecca1af17bebd5e65		https://www.encodeproject.org/files/ENCFF975YTY/@@download/ENCFF975YTY.bigWig				released	s3://encode-public/2020/07/09/ec7321eb-1f18-4798-9dd6-0c9623009b19/ENCFF975YTY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/ec7321eb-1f18-4798-9dd6-0c9623009b19/ENCFF975YTY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption		
ENCFF711KWX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR195POA	TF ChIP-seq	/human-donors/ENCDO520EJG/	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF399YFW/, /files/ENCFF817DTZ/, /files/ENCFF356LFX/	636072	ENCODE Processing Pipeline	63042ec0966b746a4bd2672254822843		https://www.encodeproject.org/files/ENCFF711KWX/@@download/ENCFF711KWX.bed.gz				released	s3://encode-public/2020/07/09/e85b0dd4-860c-4650-b7c4-8e4901e13ecb/ENCFF711KWX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/e85b0dd4-860c-4650-b7c4-8e4901e13ecb/ENCFF711KWX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption		
ENCFF906NCV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR195POA	TF ChIP-seq	/human-donors/ENCDO520EJG/	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF711KWX/	1092034	ENCODE Processing Pipeline	f34b374550d6b5aee4b1c0680213aada		https://www.encodeproject.org/files/ENCFF906NCV/@@download/ENCFF906NCV.bigBed				released	s3://encode-public/2020/07/09/5d808e7f-2edf-48d3-8a36-9ae6811056d6/ENCFF906NCV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/5d808e7f-2edf-48d3-8a36-9ae6811056d6/ENCFF906NCV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption		
ENCFF497VZU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR666JEF	TF ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF715TMX/, /files/ENCFF356LFX/, /files/ENCFF764GQV/	474364	ENCODE Processing Pipeline	73227920235435f2927a032ada432d81		https://www.encodeproject.org/files/ENCFF497VZU/@@download/ENCFF497VZU.bed.gz				released	s3://encode-public/2021/09/16/8291b320-f075-40f6-8b61-8d3be22daa0e/ENCFF497VZU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/8291b320-f075-40f6-8b61-8d3be22daa0e/ENCFF497VZU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF268CMY	bigWig	bigWig		signal p-value	GRCh38	ENCSR666JEF	TF ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF715TMX/, /files/ENCFF764GQV/	1096438317	ENCODE Processing Pipeline	a0b979a8a9b8dd73178f13952e6cda4f		https://www.encodeproject.org/files/ENCFF268CMY/@@download/ENCFF268CMY.bigWig				released	s3://encode-public/2021/09/16/9b6e7c1d-f13a-4e15-bace-d40cbb22a0c1/ENCFF268CMY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/9b6e7c1d-f13a-4e15-bace-d40cbb22a0c1/ENCFF268CMY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF092NXX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR666JEF	TF ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF497VZU/	817501	ENCODE Processing Pipeline	140b935a77f1f68f3360405089958233		https://www.encodeproject.org/files/ENCFF092NXX/@@download/ENCFF092NXX.bigBed				released	s3://encode-public/2021/09/16/16bf114b-befe-48ef-99cb-52d3eb29f2d0/ENCFF092NXX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/16bf114b-befe-48ef-99cb-52d3eb29f2d0/ENCFF092NXX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF143NGY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR594NSU	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF322KQM/, /files/ENCFF031GGF/	554675	ENCODE Processing Pipeline	ccb46472f1510a7f0bbdedd0f1f22da4		https://www.encodeproject.org/files/ENCFF143NGY/@@download/ENCFF143NGY.bed.gz				released	s3://encode-public/2020/09/23/d7cb40fb-1d72-4b84-b328-dfef59ef7f58/ENCFF143NGY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/d7cb40fb-1d72-4b84-b328-dfef59ef7f58/ENCFF143NGY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF314PMY	bigWig	bigWig		signal p-value	GRCh38	ENCSR594NSU	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF322KQM/, /files/ENCFF031GGF/	781826530	ENCODE Processing Pipeline	39760cbbcd0c82ff3ada90ae7d5eb7fd		https://www.encodeproject.org/files/ENCFF314PMY/@@download/ENCFF314PMY.bigWig				released	s3://encode-public/2020/09/23/214c3667-4b3a-4d7d-922f-9458829c8239/ENCFF314PMY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/214c3667-4b3a-4d7d-922f-9458829c8239/ENCFF314PMY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF307PRR	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR594NSU	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF143NGY/	972298	ENCODE Processing Pipeline	3287e8cebb82d2eb090b5fa877e694a5		https://www.encodeproject.org/files/ENCFF307PRR/@@download/ENCFF307PRR.bigBed				released	s3://encode-public/2020/09/23/507aa3be-defe-42f3-bef9-73b8ae8e5c26/ENCFF307PRR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/507aa3be-defe-42f3-bef9-73b8ae8e5c26/ENCFF307PRR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF447GBU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR527TPP	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF074QAU/, /files/ENCFF394KMS/, /files/ENCFF356LFX/, /files/ENCFF176QFQ/	439952	ENCODE Processing Pipeline	72ced27d0c08bde7aec92600bf814a5c		https://www.encodeproject.org/files/ENCFF447GBU/@@download/ENCFF447GBU.bed.gz				released	s3://encode-public/2020/09/24/510db396-c46f-40e6-8850-06fb505a3dab/ENCFF447GBU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/510db396-c46f-40e6-8850-06fb505a3dab/ENCFF447GBU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF924IAA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR527TPP	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF447GBU/	827388	ENCODE Processing Pipeline	25d54ed32411a92df379e32292da7fc8		https://www.encodeproject.org/files/ENCFF924IAA/@@download/ENCFF924IAA.bigBed				released	s3://encode-public/2020/09/24/e92eb1c5-ab7a-47c6-aac5-70b265c4db56/ENCFF924IAA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/e92eb1c5-ab7a-47c6-aac5-70b265c4db56/ENCFF924IAA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF257PBV	bigWig	bigWig		signal p-value	GRCh38	ENCSR527TPP	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF074QAU/, /files/ENCFF394KMS/, /files/ENCFF176QFQ/	1723286648	ENCODE Processing Pipeline	5225200d7daced3075c17f5786f07d20		https://www.encodeproject.org/files/ENCFF257PBV/@@download/ENCFF257PBV.bigWig				released	s3://encode-public/2020/09/24/7ed888d8-f9e0-4604-a9f8-29517be9bd0b/ENCFF257PBV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/7ed888d8-f9e0-4604-a9f8-29517be9bd0b/ENCFF257PBV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF299IYU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AUF	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ethanol	0.02 percent	1 hour							CTCF-human	DNA						2012-08-06	ENCODE		see document		1	1_1, 1_2							/files/ENCFF978DFD/, /files/ENCFF034LQC/, /files/ENCFF185RZC/, /files/ENCFF052NXN/, /files/ENCFF420SBL/, /files/ENCFF356LFX/	1177124	ENCODE Processing Pipeline	9e6f6dfce95152cbeeeabe4ce103083f		https://www.encodeproject.org/files/ENCFF299IYU/@@download/ENCFF299IYU.bed.gz				released	s3://encode-public/2020/09/26/2ed6a6e7-3101-4ee5-9293-da32512850c1/ENCFF299IYU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/2ed6a6e7-3101-4ee5-9293-da32512850c1/ENCFF299IYU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length		
ENCFF439TSJ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AUF	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ethanol	0.02 percent	1 hour							CTCF-human	DNA						2012-08-06	ENCODE		see document		1	1_1, 1_2							/files/ENCFF299IYU/	2110260	ENCODE Processing Pipeline	8307858771c9a67f82a3dd700973a3b9		https://www.encodeproject.org/files/ENCFF439TSJ/@@download/ENCFF439TSJ.bigBed				released	s3://encode-public/2020/09/26/60c39bb7-7c73-4312-a773-20f216599388/ENCFF439TSJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/60c39bb7-7c73-4312-a773-20f216599388/ENCFF439TSJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length		
ENCFF599HRA	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AUF	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ethanol	0.02 percent	1 hour							CTCF-human	DNA						2012-08-06	ENCODE		see document		1	1_1, 1_2							/files/ENCFF978DFD/, /files/ENCFF034LQC/, /files/ENCFF185RZC/, /files/ENCFF052NXN/, /files/ENCFF420SBL/	1750702263	ENCODE Processing Pipeline	53cd40f4af1d7dee8891980c0cf35fbb		https://www.encodeproject.org/files/ENCFF599HRA/@@download/ENCFF599HRA.bigWig				released	s3://encode-public/2020/09/26/b0551180-718d-47b7-beeb-31dd4ed9e12d/ENCFF599HRA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/b0551180-718d-47b7-beeb-31dd4ed9e12d/ENCFF599HRA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length		
ENCFF029KAC	bigWig	bigWig		signal p-value	GRCh38	ENCSR434XLP	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA						2016-12-13	ENCODE			450-650	2	2_1							/files/ENCFF120NHD/, /files/ENCFF899HAD/	1220632198	ENCODE Processing Pipeline	6ffe40e9567c5a9a3bc59a2ac8d97649		https://www.encodeproject.org/files/ENCFF029KAC/@@download/ENCFF029KAC.bigWig				released	s3://encode-public/2020/09/01/5906a46e-1e95-4fe8-9853-6c1d0b6911d4/ENCFF029KAC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/5906a46e-1e95-4fe8-9853-6c1d0b6911d4/ENCFF029KAC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, antibody characterized with exemption		
ENCFF144XGH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR434XLP	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA						2016-12-13	ENCODE			450-650	2	2_1							/files/ENCFF120NHD/, /files/ENCFF356LFX/, /files/ENCFF899HAD/	672316	ENCODE Processing Pipeline	7bc6e36217617a99beede3c2e3365546		https://www.encodeproject.org/files/ENCFF144XGH/@@download/ENCFF144XGH.bed.gz				released	s3://encode-public/2020/09/01/f2cd6012-2529-44e3-b457-d7838c16d335/ENCFF144XGH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/f2cd6012-2529-44e3-b457-d7838c16d335/ENCFF144XGH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, antibody characterized with exemption		
